,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),relative_humidity (0-1),wind_speed (m/s)
2019-06-14 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.97,844.27,323.7,0.55,5.26
2019-06-14 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.32,749.8,335.02,0.51,5.47
2019-06-14 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.42,572.24,358.1,0.52,5.33
2019-06-14 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.48,490.18,373.59,0.52,5.34
2019-06-14 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.0,534.26,348.02,0.57,5.51
2019-06-14 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.53,407.05,356.95,0.56,5.94
2019-06-14 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.14,309.01,346.58,0.53,5.95
2019-06-14 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.18,153.91,371.08,0.51,6.07
2019-06-15 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.42,59.69,346.36,0.5,6.03
2019-06-15 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.63,2.0,337.93,0.48,5.64
2019-06-15 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.67,0.0,318.68,0.53,5.11
2019-06-15 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.09,0.0,314.19,0.57,4.67
2019-06-15 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.55,0.0,310.51,0.59,4.48
2019-06-15 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,14.87,0.0,305.92,0.62,4.42
2019-06-15 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,14.8,0.0,302.12,0.62,4.55
2019-06-15 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,14.63,0.0,303.81,0.62,4.64
2019-06-15 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,14.04,0.0,301.61,0.65,4.69
2019-06-15 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,13.75,0.0,303.75,0.69,4.48
2019-06-15 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.36,28.4,299.0,0.64,4.05
2019-06-15 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.31,162.2,299.87,0.65,3.69
2019-06-15 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.48,343.41,302.23,0.64,3.17
2019-06-15 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.36,528.29,307.69,0.62,3.07
2019-06-15 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.56,682.92,317.03,0.52,3.33
2019-06-15 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.55,823.16,321.46,0.41,3.88
2019-06-15 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,24.46,925.84,323.77,0.41,4.57
2019-06-15 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.17,963.7,327.39,0.38,5.23
2019-06-15 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.54,949.11,330.48,0.39,5.93
2019-06-15 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.82,880.11,332.89,0.41,6.43
2019-06-15 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.57,755.52,334.46,0.39,6.65
2019-06-15 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.1,607.14,334.73,0.43,6.59
2019-06-15 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.84,413.97,336.43,0.52,5.76
2019-06-15 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.98,228.21,339.96,0.55,5.85
2019-06-16 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.08,80.75,341.72,0.57,6.24
2019-06-16 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.7,2.6,346.31,0.57,6.83
2019-06-16 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.18,0.0,345.61,0.59,6.64
2019-06-16 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.83,0.0,360.41,0.61,6.2
2019-06-16 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.33,0.0,352.29,0.62,5.6
2019-06-16 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.86,0.0,363.14,0.64,5.42
2019-06-16 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.95,0.0,365.64,0.64,5.85
2019-06-16 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.44,0.0,378.24,0.67,5.78
2019-06-16 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.44,0.0,380.31,0.77,5.59
2019-06-16 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.93,0.0,385.18,0.83,5.36
2019-06-16 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.28,3.86,385.27,0.84,4.62
2019-06-16 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.57,57.43,379.66,0.83,4.18
2019-06-16 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.3,171.55,382.98,0.81,3.6
2019-06-16 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.73,204.85,383.61,0.81,3.39
2019-06-16 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.54,141.73,386.31,0.83,3.54
2019-06-16 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.46,118.19,389.68,0.84,3.91
2019-06-16 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.23,118.12,389.27,0.88,3.27
2019-06-16 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.3,164.95,390.8,0.92,2.63
2019-06-16 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.49,191.85,387.18,0.93,2.83
2019-06-16 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.9,194.27,396.33,0.92,2.68
2019-06-16 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.55,142.13,399.64,0.93,2.31
2019-06-16 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.17,55.55,399.66,0.94,2.16
2019-06-16 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.08,30.48,400.96,0.95,2.04
2019-06-16 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.72,17.47,398.8,0.94,2.06
2019-06-17 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.5,4.85,398.92,0.93,1.51
2019-06-17 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.16,0.38,395.82,0.93,1.09
2019-06-17 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.0,0.0,394.4,0.95,1.15
2019-06-17 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.91,0.0,396.63,0.94,1.46
2019-06-17 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.95,0.0,394.82,0.93,1.6
2019-06-17 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.17,0.0,392.24,0.94,2.12
2019-06-17 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.47,0.0,391.42,0.94,2.29
2019-06-17 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.29,0.0,368.59,0.94,2.84
2019-06-17 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.9,0.0,377.24,0.93,2.94
2019-06-17 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.22,0.0,355.51,0.94,3.03
2019-06-17 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.15,24.29,346.73,0.85,3.12
2019-06-17 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.58,135.71,352.04,0.84,2.45
2019-06-17 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.46,320.88,339.63,0.83,2.21
2019-06-17 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.29,470.97,348.98,0.79,2.1
2019-06-17 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.06,600.83,356.73,0.69,2.45
2019-06-17 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.71,740.75,352.85,0.63,1.69
2019-06-17 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.11,827.82,358.2,0.6,0.16
2019-06-17 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.64,714.4,371.31,0.55,0.65
2019-06-17 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.8,733.54,372.34,0.54,0.83
2019-06-17 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.22,711.17,361.16,0.56,1.31
2019-06-17 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.1,640.3,353.02,0.56,1.81
2019-06-17 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.08,532.81,357.59,0.57,1.92
2019-06-17 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.85,251.46,371.5,0.63,1.95
2019-06-17 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.44,180.98,359.18,0.66,2.23
2019-06-18 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.46,71.74,355.44,0.7,2.82
2019-06-18 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.22,2.76,356.8,0.74,3.06
2019-06-18 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.4,0.0,356.74,0.83,3.22
2019-06-18 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.58,0.0,355.7,0.88,2.86
2019-06-18 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.25,0.0,355.37,0.89,2.75
2019-06-18 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.52,0.0,345.74,0.91,2.68
2019-06-18 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.4,0.0,354.87,0.94,2.4
2019-06-18 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.25,0.0,369.44,0.93,2.1
2019-06-18 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.4,0.0,384.36,0.94,1.4
2019-06-18 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.71,0.0,380.34,0.96,0.59
2019-06-18 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.82,7.05,385.33,0.88,0.39
2019-06-18 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.99,67.83,378.17,0.86,0.59
2019-06-18 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.72,168.2,374.94,0.85,1.2
2019-06-18 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.15,248.73,384.17,0.85,0.52
2019-06-18 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.81,287.15,395.04,0.79,1.03
2019-06-18 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.29,252.48,397.35,0.79,1.11
2019-06-18 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.46,270.52,402.2,0.79,1.17
2019-06-18 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.06,202.58,407.04,0.81,1.44
2019-06-18 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.75,168.51,404.11,0.83,2.13
2019-06-18 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.16,100.27,404.87,0.88,2.7
2019-06-18 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.89,76.73,403.07,0.87,3.25
2019-06-18 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.35,69.05,403.03,0.83,3.85
2019-06-18 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.4,82.87,400.47,0.94,1.33
2019-06-18 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.41,57.01,400.27,0.92,0.81
2019-06-19 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.07,16.44,395.57,0.9,1.14
2019-06-19 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.69,1.06,393.78,0.88,1.89
2019-06-19 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.26,0.0,387.23,0.92,1.8
2019-06-19 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.01,0.0,391.87,0.92,1.81
2019-06-19 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.72,0.0,387.25,0.91,2.04
2019-06-19 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.08,0.0,383.46,0.94,1.59
2019-06-19 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.78,0.0,375.21,0.93,1.09
2019-06-19 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.48,0.0,389.58,0.93,0.61
2019-06-19 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.89,0.0,395.79,0.93,0.52
2019-06-19 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.65,0.0,394.58,0.94,0.64
2019-06-19 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.89,12.34,387.74,0.93,1.02
2019-06-19 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.16,85.31,381.46,0.91,0.94
2019-06-19 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.68,179.03,375.26,0.91,1.14
2019-06-19 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.21,291.64,379.95,0.92,1.46
2019-06-19 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.98,311.27,383.5,0.86,1.65
2019-06-19 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.9,456.94,397.49,0.79,1.52
2019-06-19 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.23,444.03,397.41,0.78,1.86
2019-06-19 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.06,467.35,401.26,0.73,2.2
2019-06-19 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.59,452.46,402.42,0.73,2.53
2019-06-19 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.28,411.64,403.82,0.75,3.0
2019-06-19 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.71,316.12,405.98,0.74,3.81
2019-06-19 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.43,412.14,387.34,0.73,4.09
2019-06-19 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.79,236.04,393.62,0.83,3.5
2019-06-19 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.15,89.58,396.07,0.85,3.1
2019-06-20 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.62,37.64,388.55,0.86,2.99
2019-06-20 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.12,1.98,377.36,0.87,3.23
2019-06-20 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.66,0.0,383.95,0.9,3.12
2019-06-20 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.38,0.0,380.14,0.9,3.03
2019-06-20 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.15,0.0,376.82,0.91,2.46
2019-06-20 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.12,0.0,378.66,0.93,2.39
2019-06-20 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.0,0.0,385.85,0.94,1.91
2019-06-20 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.98,0.0,388.48,0.93,1.81
2019-06-20 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.71,0.0,396.37,0.95,1.87
2019-06-20 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.49,0.0,397.73,0.96,2.11
2019-06-20 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.06,3.3,397.19,0.96,1.2
2019-06-20 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.97,15.59,397.0,0.97,1.54
2019-06-20 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.63,27.37,397.09,0.98,1.99
2019-06-20 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.8,43.17,397.6,0.98,2.28
2019-06-20 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.81,63.93,398.23,0.97,2.54
2019-06-20 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.0,133.12,398.1,0.94,3.18
2019-06-20 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.24,115.2,399.9,0.94,3.54
2019-06-20 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.81,125.25,401.77,0.93,4.11
2019-06-20 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.61,194.15,404.75,0.91,4.66
2019-06-20 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.54,136.69,409.73,0.9,4.99
2019-06-20 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.26,93.18,412.96,0.94,5.41
2019-06-20 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.84,114.15,414.82,0.93,5.45
2019-06-20 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.37,97.1,416.34,0.95,3.36
2019-06-20 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.29,42.04,416.63,0.97,3.31
2019-06-21 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.08,16.25,416.13,0.97,2.8
2019-06-21 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.89,0.9,415.36,0.97,2.98
2019-06-21 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.7,0.0,411.86,0.96,2.28
2019-06-21 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.76,0.0,415.24,0.96,2.2
2019-06-21 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.74,0.0,411.08,0.95,2.31
2019-06-21 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.35,0.0,415.91,0.95,1.86
2019-06-21 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.5,0.0,417.54,0.95,0.94
2019-06-21 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.48,0.0,413.59,0.95,1.87
2019-06-21 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.26,0.0,408.39,0.95,3.68
2019-06-21 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.22,0.0,401.98,0.96,4.42
2019-06-21 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.83,1.8,395.5,0.93,3.7
2019-06-21 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.52,9.18,392.22,0.92,3.38
2019-06-21 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.68,23.12,389.62,0.92,3.41
2019-06-21 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.53,43.41,386.62,0.93,3.3
2019-06-21 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.38,74.3,385.82,0.9,3.12
2019-06-21 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.66,123.79,385.86,0.89,2.9
2019-06-21 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.92,223.05,385.54,0.88,4.49
2019-06-21 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.19,133.18,388.18,0.85,4.08
2019-06-21 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.33,150.57,389.27,0.89,3.77
2019-06-21 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.83,193.54,394.45,0.88,4.42
2019-06-21 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.7,171.19,389.12,0.87,3.93
2019-06-21 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.77,79.49,392.86,0.82,4.34
2019-06-21 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.59,57.92,387.65,0.82,4.25
2019-06-21 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.33,125.62,374.1,0.78,3.17
2019-06-22 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.84,42.88,360.82,0.78,3.29
2019-06-22 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.15,2.56,361.01,0.75,4.49
2019-06-22 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.63,0.0,345.54,0.74,5.08
2019-06-22 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.95,0.0,341.45,0.72,4.92
2019-06-22 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.09,0.0,340.92,0.71,4.66
2019-06-22 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.11,0.0,330.75,0.74,4.58
2019-06-22 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.93,0.0,327.19,0.73,4.44
2019-06-22 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.1,0.0,321.07,0.72,4.41
2019-06-22 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.64,0.0,316.39,0.74,4.46
2019-06-22 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.39,0.0,318.71,0.74,4.56
2019-06-22 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.84,25.42,313.48,0.65,4.43
2019-06-22 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.54,158.55,315.47,0.64,4.24
2019-06-22 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.93,338.25,310.97,0.64,3.9
2019-06-22 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.37,505.85,313.26,0.62,4.16
2019-06-22 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.12,674.7,317.19,0.54,4.35
2019-06-22 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.96,825.37,323.19,0.46,4.62
2019-06-22 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,24.81,913.69,327.75,0.44,5.28
2019-06-22 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.72,954.44,331.36,0.37,5.64
2019-06-22 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.67,898.36,332.85,0.37,5.62
2019-06-22 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.0,810.12,339.91,0.38,5.1
2019-06-22 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.59,578.35,347.05,0.44,4.53
2019-06-22 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,24.13,453.74,351.91,0.5,5.14
2019-06-22 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.06,399.9,349.91,0.52,3.73
2019-06-22 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.78,221.35,345.91,0.52,1.63
2019-06-23 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.57,68.31,337.53,0.52,0.32
2019-06-23 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.35,3.08,322.24,0.51,1.04
2019-06-23 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.11,0.0,318.34,0.57,1.97
2019-06-23 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.21,0.0,311.36,0.6,3.14
2019-06-23 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.78,0.0,310.25,0.6,3.96
2019-06-23 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.62,0.0,310.09,0.64,4.6
2019-06-23 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.53,0.0,309.25,0.64,4.88
2019-06-23 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.39,0.0,306.21,0.64,4.95
2019-06-23 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.91,0.0,304.77,0.67,5.0
2019-06-23 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.59,0.0,303.74,0.66,4.88
2019-06-23 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.37,27.68,302.95,0.58,4.81
2019-06-23 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.53,162.74,303.86,0.59,4.79
2019-06-23 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,20.4,341.02,308.79,0.58,4.36
2019-06-23 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.04,525.35,314.93,0.56,4.35
2019-06-23 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.82,692.03,321.33,0.48,4.35
2019-06-23 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.52,827.65,327.23,0.39,4.53
2019-06-23 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,26.21,919.38,332.25,0.39,4.72
2019-06-23 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,26.99,960.85,336.47,0.36,4.36
2019-06-23 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,27.52,948.53,339.86,0.36,3.98
2019-06-23 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,27.73,882.88,344.51,0.36,3.9
2019-06-23 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,28.11,769.49,346.76,0.34,4.07
2019-06-23 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,28.15,616.93,348.91,0.36,3.98
2019-06-23 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,27.48,438.89,350.18,0.42,3.39
2019-06-23 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,26.63,246.03,350.12,0.46,3.78
2019-06-24 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,25.37,87.6,348.02,0.51,4.24
2019-06-24 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,23.91,3.75,344.45,0.53,4.56
2019-06-24 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,22.76,0.0,342.88,0.59,4.74
2019-06-24 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.94,0.0,341.03,0.58,4.86
2019-06-24 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,21.3,0.0,336.25,0.59,4.78
2019-06-24 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.56,0.0,332.8,0.65,4.53
2019-06-24 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.05,0.0,325.98,0.66,4.41
2019-06-24 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,19.0,0.0,322.66,0.66,4.31
2019-06-24 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.13,0.0,320.61,0.7,4.21
2019-06-24 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,17.33,0.0,316.47,0.71,4.02
2019-06-24 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,18.48,27.15,314.37,0.64,3.62
