datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
1/1/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-15.8,-18.37,3.53,100248.72
1/1/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-16.15,-18.62,3.49,100290.41
1/1/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-15.55,-18.19,3.19,100288.49
1/1/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-15.75,-18.34,2.77,100295.78
1/1/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-15.6,-17.85,2.63,100313.74
1/1/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-15.25,-17.24,2.61,100323.98
1/1/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-14.64,-16.45,2.83,100334.48
1/1/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-13.84,-15.64,3.32,100356.28
1/1/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-14,-15.89,3.95,100394.61
1/1/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-14.55,-16.67,4.41,100408.78
1/1/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-15.41,-18.06,4.76,100396.01
1/1/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-16.07,-18.75,4.71,100412.52
1/1/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-16.89,-19.62,4.69,100463.83
1/1/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-17.56,-20.27,4.73,100473.41
1/1/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-17.6,-20.44,5.02,100547.99
1/1/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-17.35,-20.61,5.08,100596.83
1/1/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-17.11,-20.24,5.59,100665.55
1/1/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-16.65,-19.86,5.43,100644.23
1/1/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-16.21,-19.52,5.73,100612.52
1/1/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-16.38,-19.7,5.71,100572.37
1/1/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-16.44,-19.98,5.77,100599.3
1/1/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-16.61,-20.31,5.38,100630.59
1/1/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-17.97,-21.62,4.64,100659.91
1/1/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-18.45,-22.4,4.89,100713.53
1/2/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-18.81,-22.72,4.83,100710.56
1/2/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-18.95,-23.07,4.76,100752.44
1/2/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-19.38,-23.39,4.71,100782.39
1/2/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-19.84,-23.73,4.54,100779.14
1/2/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-20.04,-23.94,4.27,100797.53
1/2/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-20.18,-23.82,4,100779.05
1/2/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-20.44,-23.99,3.95,100750.73
1/2/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-20.65,-24.16,3.93,100722.15
1/2/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-21.33,-24.7,3.77,100706.76
1/2/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-21.46,-24.89,3.69,100691.74
1/2/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-23.81,-26.91,3.18,100650.86
1/2/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-24.04,-27.13,3.55,100638.65
1/2/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-23.97,-26.98,3.95,100621.74
1/2/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-24.13,-27.04,4.08,100621.88
1/2/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-23.8,-26.74,4.35,100634.73
1/2/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-22.54,-26.02,4.42,100598.27
1/2/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-21.4,-25.09,4.7,100562.44
1/2/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-19.97,-24.05,5.04,100451.18
1/2/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-18.89,-23.27,5.29,100350.69
1/2/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-18.01,-22.52,5.32,100242.48
1/2/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-17.37,-22.08,5.21,100141.39
1/2/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-16.87,-21.88,4.77,100086.05
1/2/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-17.55,-22.5,4.61,99998.21
1/2/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-17.76,-22.36,4.85,99952.05
1/3/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-17.99,-22.15,4.96,99861.83
1/3/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-17.75,-21.8,5.04,99805.47
1/3/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-17.48,-21.39,5.16,99659.94
1/3/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-17.26,-21.15,4.93,99550.52
1/3/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-17.26,-20.91,4.62,99476.44
1/3/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-17.09,-20.8,4.65,99411.46
1/3/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-16.45,-20.22,4.92,99323.35
1/3/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-15.78,-19.58,5.17,99248.34
1/3/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-14.93,-18.95,5,99176.86
1/3/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-14.89,-18.85,4.92,99089.86
1/3/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-14.34,-18.28,4.64,98962.38
1/3/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-14.11,-18.17,4.9,98930.02
1/3/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-13.78,-17.86,5.01,98904.95
1/3/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-12.94,-17.05,4.83,98842.21
1/3/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-12.02,-15.96,5.01,98852.47
1/3/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-10.95,-14.52,4.66,98814.53
1/3/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-10.77,-14.07,4.96,98801.15
1/3/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-9.94,-13.24,5.22,98727.23
1/3/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-9.73,-13,5.59,98668.38
1/3/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-9.71,-12.57,5.4,98587.1
1/3/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-9.47,-11.85,5.35,98628.06
1/3/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-9.21,-11.92,5.16,98641.47
1/3/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-9.66,-11.77,4.07,98725.23
1/3/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-9.97,-12.33,4.19,98756.96
1/4/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-9.97,-12.51,4.42,98823.53
1/4/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-9.97,-12.9,4.5,98888.51
1/4/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-9.93,-13.03,4.67,98888.7
1/4/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-10.28,-13.23,4.59,98899.93
1/4/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-10.47,-13.29,4.46,98890.04
1/4/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-10.49,-13.3,4.31,98885.87
1/4/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-11.09,-13.76,3.94,98908.44
1/4/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-11.54,-14.16,3.6,98955.7
1/4/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-12.33,-14.74,3.13,98976.05
1/4/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-13.01,-15.42,2.99,98996.67
1/4/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-14.72,-17.32,2.44,98991.08
1/4/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-14.14,-16.79,2.57,99052.15
1/4/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-13.99,-16.78,2.8,99099.52
1/4/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-13.72,-16.55,2.91,99122.55
1/4/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-13.39,-16.13,2.96,99156.98
1/4/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-12.25,-15.27,3.08,99171.33
1/4/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-11.35,-14.3,3.2,99214.1
1/4/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-10.19,-13.32,3.44,99165.45
1/4/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-9.67,-13.2,3.9,99111.95
1/4/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-8.93,-13.12,4.26,99092.3
1/4/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-8.81,-12.85,4.19,99088.82
1/4/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-8.78,-12.81,3.9,99103.12
1/4/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-9.53,-12.9,3.57,99109.78
1/4/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-10,-13.36,3.28,99131.94
1/5/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-10.44,-13.61,3.28,99148.34
1/5/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-10.76,-13.97,3.66,99215.62
1/5/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-11.48,-14.65,3.79,99238.72
1/5/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-12.58,-15.34,3.44,99295.36
1/5/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-12.79,-15.84,2.74,99309.66
1/5/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-14.31,-17.23,2.26,99340.3
1/5/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-14.93,-17.63,2.28,99338.45
1/5/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-15.34,-17.7,2.16,99352.3
1/5/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-15.83,-18.14,2.05,99382.95
1/5/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-16.06,-18.36,2.03,99407.45
1/5/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-16.32,-18.33,2.23,99386.04
1/5/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-16.04,-18,2.61,99415.61
1/5/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-16.16,-18.23,2.69,99474.59
1/5/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-15.93,-18.22,2.6,99489.33
1/5/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-15.36,-17.64,2.84,99524.17
1/5/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-14.52,-17.28,3.11,99568.88
1/5/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-13.67,-16.68,3.34,99643.36
1/5/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-12.74,-15.93,3.3,99639.31
1/5/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-12.15,-15.56,3.56,99626.86
1/5/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-11.73,-15.44,3.28,99621.68
1/5/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-11.62,-15.56,3,99658.6
1/5/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-11.6,-15.62,2.24,99731.39
1/5/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-13.02,-16.6,1.52,99771.38
1/5/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-13.39,-17.11,1.87,99845.7
1/6/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-14.29,-17.68,1.85,99880.32
1/6/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-15.15,-18.28,2.04,99940.83
1/6/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-15.92,-18.73,2.46,99961.95
1/6/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-16.9,-19.42,2.58,99994.12
1/6/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-17.27,-19.86,2.21,100040.39
1/6/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-18.28,-20.72,1.91,100050.42
1/6/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-19.53,-21.61,2.22,100044.36
1/6/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-19.68,-21.66,2.29,100060.77
1/6/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-20.31,-22.25,2.57,100108.04
1/6/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-19.83,-21.91,2.69,100143.53
1/6/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-18.54,-20.57,2.26,100161.7
1/6/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-17.82,-19.91,2.27,100182.67
1/6/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-17.68,-19.9,2.35,100227.78
1/6/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-17.61,-19.76,2.31,100269.58
1/6/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-16.98,-19.05,2.18,100328.41
1/6/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-15.32,-17.5,2.16,100382.23
1/6/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-14.38,-16.82,2.23,100470.78
1/6/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-12.78,-15.91,2.1,100486.53
1/6/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-11.85,-15.51,2.05,100457.05
1/6/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-11.35,-15.36,2.03,100438.37
1/6/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-11.23,-15.07,1.83,100437.38
1/6/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-11.55,-15.37,1.52,100443.96
1/6/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-13.76,-16.97,2.35,100438.38
1/6/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-15.61,-18.57,2.3,100436.7
1/7/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-16.5,-19.2,2.23,100441.83
1/7/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-17.62,-20.23,2.16,100425.01
1/7/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-19.29,-21.69,2.27,100391.3
1/7/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-19.54,-21.96,2.22,100390.85
1/7/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-20.07,-22.68,2.27,100374.09
1/7/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-19.94,-22.64,2.59,100242
1/7/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-18.58,-21.67,2.83,100160.32
1/7/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-18.21,-21.47,3.02,100130.79
1/7/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-17.13,-20.46,3.58,100105.77
1/7/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-15.67,-18.97,4.2,100078.18
1/7/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-12.52,-16.33,4.95,99971.87
1/7/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-11.73,-15.66,5.12,99928.38
1/7/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-11.13,-15.16,5.35,99858.74
1/7/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-10.49,-14.67,5.71,99789.46
1/7/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-9.95,-14.17,5.99,99716.3
1/7/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-8.49,-13.14,5.89,99618.77
1/7/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-8.22,-12.63,5.84,99536.3
1/7/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-7,-11.8,5.83,99397.05
1/7/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-6.37,-11.27,5.73,99268.04
1/7/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-5.56,-10.53,5.52,99159.93
1/7/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-4.19,-9.21,5.24,99063.34
1/7/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-3.07,-8.29,5.35,99012.21
1/7/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-1.78,-7.2,4.73,98967.35
1/7/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-1.07,-6.76,5.25,98965.13
1/8/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-0.93,-6.51,5.53,98925.73
1/8/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-0.85,-6.6,5.86,98901.88
1/8/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-0.4,-5.87,6.2,98821.98
1/8/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,0.27,-4.82,6.1,98692.34
1/8/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.42,-4.65,6.15,98634.77
1/8/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,0.68,-3.43,6.28,98559.61
1/8/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,0.4,-2.16,6.49,98526.18
1/8/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,0.26,-1.39,6.74,98448.6
1/8/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,0.5,-0.45,7.15,98408.48
1/8/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,0.8,0.01,7.37,98399.08
1/8/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,1.29,0.72,7.48,98356.9
1/8/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,1.33,0.69,7.18,98424.86
1/8/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,1.29,0.66,6.67,98468.38
1/8/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,1.26,0.54,6.36,98504.04
1/8/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,1.3,0.58,6.17,98529.42
1/8/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.63,0.69,6.09,98623.07
1/8/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,1.62,0.86,6.12,98666.71
1/8/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,1.73,0.74,5.99,98677.2
1/8/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,1.73,0.3,6.3,98633.85
1/8/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,1.41,0.03,5.55,98617.42
1/8/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,1.24,-0.25,5.5,98637.1
1/8/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,1.35,-0.47,5.18,98691.82
1/8/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,0.99,-0.87,4.18,98759.53
1/8/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,0.44,-1.26,4.44,98839.81
1/9/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,0.21,-1.37,4.73,98875.64
1/9/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-0.24,-1.56,4.73,98942.59
1/9/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-0.45,-1.79,4.67,99001.66
1/9/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.77,-1.92,4.55,99027.94
1/9/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-1.06,-2.24,4.37,99088.4
1/9/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.23,-2.38,4.17,99131.55
1/9/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.71,-2.83,3.9,99164.66
1/9/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.89,-2.95,3.68,99203.91
1/9/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-2.53,-3.56,3.32,99264.84
1/9/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-3.3,-4.14,3.16,99304.43
1/9/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-3.13,-3.9,2.67,99344.24
1/9/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.81,-3.56,2.5,99379.49
1/9/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-2.46,-3.23,2.3,99396.43
1/9/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.07,-2.79,1.78,99431.84
1/9/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.96,-2.53,1.61,99520.24
1/9/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-1.6,-2.16,1.64,99591.45
1/9/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-1.44,-1.94,1.19,99653.92
1/9/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-1.01,-1.77,0.7,99612.02
1/9/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-0.75,-1.68,0.69,99561.52
1/9/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-0.46,-1.53,1.24,99477.47
1/9/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,0.32,-1.12,1.56,99448.86
1/9/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,0.28,-1.25,1.38,99445.14
1/9/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-1.06,-2.6,1.99,99451.81
1/9/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-0.89,-2.37,1.97,99493.22
1/10/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-1.07,-2.47,2.58,99476.05
1/10/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-1,-2.25,2.89,99463.85
1/10/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-1.09,-2.15,2.94,99458.77
1/10/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-1.34,-2.35,3,99449.28
1/10/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-1.66,-2.59,3.59,99421.8
1/10/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.9,-2.82,4,99350.21
1/10/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.78,-2.74,3.96,99292.97
1/10/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.61,-2.57,3.87,99216.35
1/10/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-1.26,-2.2,3.6,99184.28
1/10/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-0.96,-1.8,3.6,99122.55
1/10/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,0.81,0.25,4.33,99001.88
1/10/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,1.68,1.29,4.84,98913.77
1/10/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,2.08,1.83,4.85,98884.05
1/10/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,2.54,2.33,5.16,98814.73
1/10/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,3.65,3.37,5.73,98779.88
1/10/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,5.43,4.73,6.07,98742.26
1/10/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,6.58,5.66,6.4,98716.84
1/10/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,7.69,6.59,6.81,98618.85
1/10/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,8.47,7.36,6.99,98518.23
1/10/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,9.07,8.11,7.2,98438.05
1/10/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,9.63,8.51,7.32,98353.11
1/10/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,10.09,8.87,7.56,98343.05
1/10/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,10.38,9.2,8.32,98363.05
1/10/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,10.56,9.21,7.9,98382.64
1/11/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,10.85,9.41,7.47,98403.91
1/11/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,11.13,9.52,7.4,98380.42
1/11/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,11.91,9.9,7.68,98359.29
1/11/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,12.71,10.34,7.86,98328.84
1/11/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,12.92,10.66,7.87,98312.73
1/11/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,13.37,11.01,7.79,98306.97
1/11/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,13.52,11.09,7.87,98304.95
1/11/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,13.75,11.14,7.92,98313.91
1/11/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,13.96,11.32,7.55,98340.73
1/11/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,14.14,11.69,6.9,98357.5
1/11/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,13.88,11.57,7.34,98385.23
1/11/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,13.69,11.24,7.29,98378.08
1/11/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,13.66,11.1,7.39,98359.41
1/11/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,13.68,11.14,7.25,98307.99
1/11/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,13.89,11.4,7.61,98290.8
1/11/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,14.47,11.69,7.68,98288.18
1/11/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,14.69,11.84,7.57,98287.04
1/11/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,16.19,12.12,7.21,98223.11
1/11/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,16.85,12.04,7.66,98114.84
1/11/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,15.9,11.96,7.34,97992.45
1/11/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,15.22,12.13,7.24,97926.8
1/11/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,14.72,12.77,7.05,97891.33
1/11/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,13.64,12.4,6.43,97884.68
1/11/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,13.76,12.75,6.83,97859.87
1/12/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,14.06,13.11,7,97882.13
1/12/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,14.09,13.32,6.34,97865.34
1/12/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,13.84,13.33,5.43,97804.05
1/12/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,13.61,13.05,4.91,97761.59
1/12/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,13.5,13.2,4.47,97777.95
1/12/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,11.28,11.16,4.81,97785.17
