datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2)
2019-07-29 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.96,0.60,5.75,653.95,387.68
2019-07-29 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.16,0.56,5.56,576.74,382.08
2019-07-29 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.10,0.59,5.36,555.47,369.38
2019-07-29 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.60,0.58,5.21,421.50,370.75
2019-07-30 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.60,0.56,5.01,231.35,374.49
2019-07-30 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.96,0.51,4.09,99.27,375.58
2019-07-30 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.85,0.52,3.35,13.51,370.62
2019-07-30 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.53,0.66,2.79,0.00,360.12
2019-07-30 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.99,0.67,2.22,0.00,350.97
2019-07-30 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.26,0.71,2.22,0.00,348.39
2019-07-30 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.84,0.74,2.52,0.00,344.80
2019-07-30 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.27,0.76,2.56,0.00,318.61
2019-07-30 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,15.71,0.78,2.42,0.00,306.61
2019-07-30 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.97,0.81,2.37,0.00,308.42
2019-07-30 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,13.45,0.87,2.43,0.00,307.65
2019-07-30 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,13.25,0.88,2.35,0.00,300.12
2019-07-30 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,13.81,0.87,2.58,49.83,297.32
2019-07-30 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,15.49,0.85,2.80,207.00,298.73
2019-07-30 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.05,0.75,2.73,391.27,301.53
2019-07-30 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.83,0.54,2.86,577.27,306.67
2019-07-30 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.52,0.54,2.12,721.24,314.14
2019-07-30 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.44,0.52,1.53,772.53,324.31
2019-07-30 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.05,0.51,1.21,913.14,317.67
2019-07-30 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.43,0.50,0.77,910.90,326.23
2019-07-30 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.05,0.49,0.49,879.58,325.53
2019-07-30 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.62,0.48,0.66,782.74,330.55
2019-07-30 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.64,0.49,1.06,662.28,328.79
2019-07-30 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.67,0.48,0.98,503.92,325.62
2019-07-31 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.42,0.47,1.05,320.63,325.59
2019-07-31 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.42,0.59,0.94,142.34,324.59
2019-07-31 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.81,0.59,1.71,17.17,321.46
2019-07-31 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.01,0.80,2.12,0.00,318.87
2019-07-31 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.00,0.83,2.32,0.00,316.57
2019-07-31 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.52,0.85,2.38,0.00,314.60
2019-07-31 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,15.81,0.86,2.41,0.00,313.29
2019-07-31 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,15.44,0.87,2.13,0.00,310.52
2019-07-31 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,15.20,0.88,1.93,0.00,309.35
2019-07-31 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.29,0.92,1.80,0.00,308.65
2019-07-31 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.18,0.90,1.64,0.00,314.61
2019-07-31 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.36,0.89,1.75,0.00,321.49
2019-07-31 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.85,0.87,2.13,40.58,330.18
2019-07-31 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.50,0.85,1.66,178.79,324.16
2019-07-31 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.25,0.78,1.94,355.17,327.72
2019-07-31 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.86,0.55,2.89,526.85,328.93
2019-07-31 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.74,0.55,2.96,703.94,332.08
2019-07-31 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.49,0.52,2.59,827.15,338.11
2019-07-31 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.15,0.51,2.66,889.89,340.95
2019-07-31 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.57,0.50,2.58,856.37,350.01
2019-07-31 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.29,0.50,2.47,744.74,358.75
2019-07-31 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.70,0.45,2.33,648.97,374.76
2019-07-31 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.68,0.50,1.92,538.20,372.53
2019-07-31 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.49,0.51,1.82,418.58,363.52
2019-08-01 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.90,0.54,1.69,232.64,361.99
2019-08-01 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.78,0.58,1.71,115.71,360.20
2019-08-01 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.39,0.66,1.54,14.11,355.58
2019-08-01 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.35,0.80,1.74,0.00,355.90
2019-08-01 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.71,0.81,1.89,0.00,351.11
2019-08-01 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.35,0.83,1.76,0.00,343.80
2019-08-01 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.62,0.83,1.66,0.00,350.88
2019-08-01 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.95,0.84,1.74,0.00,343.18
2019-08-01 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.81,0.85,1.79,0.00,342.32
2019-08-01 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.63,0.89,1.98,0.00,341.66
2019-08-01 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.89,0.92,1.84,0.00,337.94
2019-08-01 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.86,0.92,1.51,0.00,341.40
2019-08-01 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.27,0.92,1.89,43.38,334.57
2019-08-01 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.57,0.90,1.61,191.23,335.27
2019-08-01 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.80,0.82,1.76,367.34,340.99
2019-08-01 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.33,0.60,1.92,536.22,347.64
2019-08-01 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.53,0.57,2.15,679.03,354.91
2019-08-01 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.72,0.53,2.46,782.53,361.61
2019-08-01 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.36,0.51,2.67,850.00,366.74
2019-08-01 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.97,0.51,2.61,894.88,371.49
2019-08-01 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.50,0.50,2.44,854.01,375.64
2019-08-01 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.91,0.48,2.25,756.54,378.44
2019-08-01 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.75,0.51,2.12,613.22,383.57
2019-08-01 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.51,0.52,1.82,418.96,386.93
2019-08-02 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.62,0.55,1.49,216.61,389.74
2019-08-02 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.64,0.56,1.34,89.48,387.70
2019-08-02 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.25,0.64,1.58,11.95,380.33
2019-08-02 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.28,0.80,1.77,0.00,367.93
2019-08-02 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.73,0.82,2.02,0.00,364.01
2019-08-02 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.68,0.85,1.87,0.00,364.35
2019-08-02 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.26,0.85,2.00,0.00,362.32
2019-08-02 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.15,0.85,2.03,0.00,357.22
2019-08-02 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.94,0.86,1.96,0.00,356.38
2019-08-02 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.17,0.90,1.78,0.00,360.78
2019-08-02 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.22,0.90,2.14,0.00,369.30
2019-08-02 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.32,0.89,1.54,0.00,374.80
2019-08-02 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.38,0.89,1.30,26.16,379.48
2019-08-02 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.62,0.89,1.49,118.50,378.69
2019-08-02 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.42,0.83,1.76,290.05,371.05
2019-08-02 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.22,0.65,2.03,452.61,372.36
2019-08-02 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.54,0.62,2.17,687.08,370.10
2019-08-02 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.95,0.57,1.99,784.33,373.46
2019-08-02 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.29,0.56,1.50,845.04,379.85
2019-08-02 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.65,0.54,1.39,388.49,409.31
2019-08-02 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.03,0.52,1.32,555.23,405.55
2019-08-02 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.19,0.51,1.28,489.93,401.37
2019-08-02 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.59,0.58,1.49,369.45,398.10
2019-08-02 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.09,0.57,1.14,332.87,397.28
2019-08-03 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.84,0.58,1.09,181.01,399.95
2019-08-03 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.00,0.63,1.09,50.83,402.03
2019-08-03 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.32,0.64,1.37,4.63,403.06
2019-08-03 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.54,0.73,1.30,0.00,404.05
2019-08-03 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.00,0.74,1.62,0.00,401.55
2019-08-03 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.39,0.79,1.70,0.00,394.97
2019-08-03 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.45,0.82,1.72,0.00,396.49
2019-08-03 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.48,0.83,1.45,0.00,365.99
2019-08-03 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.23,0.84,0.64,0.00,376.92
2019-08-03 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.77,0.88,0.49,0.00,371.47
2019-08-03 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.94,0.86,1.51,0.00,382.10
2019-08-03 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.42,0.90,0.96,0.00,383.60
2019-08-03 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.29,0.92,0.77,24.59,384.47
2019-08-03 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.97,0.89,0.25,108.91,379.14
2019-08-03 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.38,0.82,0.21,220.85,382.71
2019-08-03 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.05,0.60,0.13,452.16,378.10
2019-08-03 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.91,0.58,0.48,607.45,381.32
2019-08-03 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.51,0.55,0.60,644.24,387.13
2019-08-03 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.04,0.54,0.56,735.30,387.07
2019-08-03 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.84,0.52,0.50,835.97,396.80
2019-08-03 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.36,0.49,0.53,749.41,404.03
2019-08-03 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.46,0.50,0.96,717.59,397.76
2019-08-03 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.90,0.56,1.35,586.86,402.34
2019-08-03 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.98,0.61,1.97,415.10,401.95
2019-08-04 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.54,0.64,0.81,249.94,392.93
2019-08-04 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.79,0.70,0.24,88.75,390.64
2019-08-04 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.99,0.70,0.70,10.00,389.13
2019-08-04 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.25,0.87,1.34,0.00,391.79
2019-08-04 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.17,0.89,1.62,0.00,378.60
2019-08-04 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.49,0.91,1.59,0.00,373.61
2019-08-04 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.89,0.91,1.42,0.00,373.46
2019-08-04 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.90,0.91,1.61,0.00,368.38
2019-08-04 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.47,0.92,1.81,0.00,366.87
2019-08-04 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.31,0.94,1.77,0.00,363.50
2019-08-04 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.52,0.94,1.79,0.00,360.56
2019-08-04 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.40,0.93,1.78,0.00,355.76
2019-08-04 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.97,0.94,1.47,38.74,353.03
2019-08-04 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.84,0.90,0.71,185.71,355.26
2019-08-04 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.78,0.82,0.51,363.88,360.24
2019-08-04 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.97,0.55,0.99,535.55,367.89
2019-08-04 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.95,0.52,1.61,672.53,374.69
2019-08-04 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.54,0.50,2.08,654.98,383.58
2019-08-04 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.01,0.49,2.51,819.29,397.23
2019-08-04 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.34,0.49,2.87,858.98,389.65
2019-08-04 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.64,0.48,3.14,721.62,411.58
2019-08-04 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,30.04,0.45,3.24,596.26,404.23
2019-08-04 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.27,0.51,3.23,449.26,419.81
2019-08-04 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.15,0.53,2.97,346.44,404.83
2019-08-05 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.66,0.55,2.43,203.58,407.52
2019-08-05 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.84,0.56,2.17,93.69,393.43
2019-08-05 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.66,0.64,1.92,8.06,401.52
2019-08-05 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.37,0.83,1.81,0.00,384.72
2019-08-05 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.98,0.84,1.75,0.00,393.31
2019-08-05 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.86,0.86,1.90,0.00,386.59
2019-08-05 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.70,0.86,2.22,0.00,382.76
2019-08-05 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.55,0.85,2.29,0.00,379.36
2019-08-05 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.08,0.86,2.34,0.00,375.02
2019-08-05 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.73,0.89,2.39,0.00,378.88
2019-08-05 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.13,0.89,1.70,0.00,377.32
2019-08-05 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.98,0.90,2.27,0.00,371.07
2019-08-05 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.28,0.90,2.61,33.91,373.98
2019-08-05 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.45,0.89,2.15,160.42,375.54
2019-08-05 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.37,0.87,2.49,238.86,384.16
2019-08-05 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.19,0.78,2.25,164.07,396.86
2019-08-05 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.64,0.82,2.32,104.20,410.33
2019-08-05 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.44,0.82,2.85,127.37,416.93
2019-08-05 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.34,0.81,3.78,316.66,408.70
2019-08-05 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.97,0.73,0.50,246.60,417.55
2019-08-05 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.18,0.71,1.35,524.02,405.09
2019-08-05 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.29,0.81,3.26,669.99,405.97
2019-08-05 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.97,0.82,3.61,350.29,425.92
2019-08-05 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.43,0.83,4.05,151.84,412.35
2019-08-06 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.13,0.79,3.21,138.91,395.73
2019-08-06 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.80,0.77,1.80,79.41,382.98
2019-08-06 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.82,0.85,1.61,9.11,367.77
2019-08-06 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.98,0.92,1.75,0.00,362.21
2019-08-06 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.61,0.90,1.90,0.00,353.47
2019-08-06 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.51,0.91,2.15,0.00,347.99
2019-08-06 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.02,0.91,2.38,0.00,342.92
2019-08-06 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.20,0.90,2.54,0.00,343.84
2019-08-06 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.84,0.88,2.57,0.00,340.42
2019-08-06 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.76,0.92,2.48,0.00,337.68
2019-08-06 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.93,0.83,2.14,0.00,335.16
2019-08-06 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.68,0.86,1.57,0.00,333.03
2019-08-06 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.04,0.85,1.77,35.19,332.30
2019-08-06 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.56,0.84,1.74,176.92,337.53
2019-08-06 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.36,0.77,1.71,343.90,347.44
2019-08-06 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.74,0.55,1.72,500.64,358.63
2019-08-06 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.36,0.55,1.94,669.18,357.04
2019-08-06 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.52,0.47,2.80,781.96,359.00
2019-08-06 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.00,0.46,2.98,662.25,394.33
2019-08-06 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.20,0.46,3.39,658.86,381.08
2019-08-06 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.83,0.44,3.36,636.61,393.15
2019-08-06 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.94,0.41,3.40,518.39,383.58
2019-08-06 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.57,0.49,3.54,382.47,387.58
2019-08-06 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.43,0.48,3.14,366.09,384.99
2019-08-07 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.93,0.50,2.49,241.78,379.55
2019-08-07 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.88,0.50,2.13,105.95,370.05
2019-08-07 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.50,0.56,2.17,8.38,367.50
2019-08-07 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,23.56,0.72,2.25,0.00,363.93
2019-08-07 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.82,0.73,2.53,0.00,363.70
2019-08-07 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.74,0.77,2.56,0.00,358.36
2019-08-07 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.53,0.77,2.67,0.00,360.85
2019-08-07 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.52,0.77,2.98,0.00,353.14
2019-08-07 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.43,0.78,3.22,0.00,351.06
2019-08-07 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.81,0.77,3.49,0.00,356.93
2019-08-07 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.99,0.82,2.34,0.00,370.57
2019-08-07 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.12,0.81,2.51,0.00,380.80
2019-08-07 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,20.18,0.83,1.67,19.16,377.75
2019-08-07 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.33,0.84,2.47,144.67,361.06
2019-08-07 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.82,0.79,3.31,353.79,357.95
2019-08-07 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,25.84,0.62,3.30,525.52,364.04
2019-08-07 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.69,0.62,3.07,662.71,375.41
2019-08-07 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.46,0.60,3.62,605.27,403.67
2019-08-07 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.39,0.63,4.06,437.36,423.94
2019-08-07 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.05,0.63,4.49,847.60,381.45
2019-08-07 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.06,0.58,5.43,790.34,386.25
2019-08-07 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,29.45,0.53,5.47,637.17,383.36
2019-08-07 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.51,0.51,5.01,570.15,380.01
2019-08-07 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,28.26,0.51,4.05,456.63,377.91
2019-08-08 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,27.19,0.52,3.78,252.08,377.80
2019-08-08 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,26.27,0.50,3.63,96.05,376.07
2019-08-08 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,24.82,0.55,3.70,7.11,373.81
2019-08-08 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,22.35,0.67,3.99,0.00,361.04
2019-08-08 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,21.48,0.68,4.10,0.00,360.32
2019-08-08 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,19.98,0.71,4.02,0.00,344.72
2019-08-08 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.91,0.70,3.88,0.00,348.29
2019-08-08 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.11,0.72,3.69,0.00,327.22
2019-08-08 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,17.34,0.74,3.43,0.00,316.35
2019-08-08 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,15.81,0.78,2.88,0.00,309.66
2019-08-08 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.48,0.80,2.36,0.00,303.65
2019-08-08 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.46,0.81,2.32,0.00,299.65
2019-08-08 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,14.80,0.80,2.35,33.78,297.17
2019-08-08 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,16.53,0.78,2.22,181.91,297.59
2019-08-08 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,18.30,0.71,2.50,366.78,301.17
